ARO Accession,AMR Gene Family,Drug Class,Resistance Mechanism
ARO:3006836,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006837,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006838,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006839,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006840,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006841,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006842,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008824,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008825,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008826,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005148,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008827,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008828,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008829,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008830,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008831,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008832,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008833,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008834,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008835,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008836,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005146,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008837,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008838,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008839,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008840,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008841,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008842,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008843,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008844,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008845,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008846,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3002502,PDC beta-lactamase,carbapenem;cephalosporin;monobactam;penicillin beta-lactam,antibiotic inactivation
ARO:3005147,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008847,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008848,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008849,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008850,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008851,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008852,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008853,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008854,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008855,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008856,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005129,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008857,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008858,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008859,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008860,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008861,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008862,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008863,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008864,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008865,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008866,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005141,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008867,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008868,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008869,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008870,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008871,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008872,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008873,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008874,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008875,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008876,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005151,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008877,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008878,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008879,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008880,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008881,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008882,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008883,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008884,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008885,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008886,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005135,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008887,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008888,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008889,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008890,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008891,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008892,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008893,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008894,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008895,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008896,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005039,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008897,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008898,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008899,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008900,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008901,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008902,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008903,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008904,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008905,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008906,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005140,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008907,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008908,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008909,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008910,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008911,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008912,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008913,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008914,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008915,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008916,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005125,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008917,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008918,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008919,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008920,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008921,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008922,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008923,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008924,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008925,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008926,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006843,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008927,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008928,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008929,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008930,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008931,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008932,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008933,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008934,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008935,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008936,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005137,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008937,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008938,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008939,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008940,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008941,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008942,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008943,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008944,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008945,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008946,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3002505,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006844,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008947,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008948,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008949,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008950,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008951,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008952,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008953,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008954,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008955,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008956,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005144,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008957,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008958,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008959,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008960,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008961,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008962,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008963,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008964,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008965,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008966,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005133,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008967,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008968,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008969,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008970,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008971,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008972,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008973,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008974,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008975,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008976,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005124,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008977,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008978,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008979,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008980,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008981,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008982,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008983,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008984,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008985,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008986,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3006845,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3008987,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005038,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005126,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
ARO:3005139,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
